"Subject","Sex","Stim","Condition","acc","rt"
320,"Female","L1.M1.R1","Repetition",1,463
320,"Female","L3.M2.R1","Descending",1,583
320,"Female","L4.M2.R1","Descending",1,847
320,"Female","L2.M1.R4","Non Order",1,696
320,"Female","L1.M1.R1","Repetition",1,554
320,"Female","L1.M2.R4","Ascending",1,607
320,"Female","L1.M4.R2","Non Order",1,755
320,"Female","L4.M3.R1","Descending",1,785
320,"Female","L4.M2.R1","Descending",1,682
320,"Female","L1.M2.R4","Ascending",1,573
320,"Female","L2.M3.R1","Non Order",1,670
320,"Female","L4.M3.R2","Descending",1,1327
320,"Female","L3.M3.R3","Repetition",1,703
320,"Female","L4.M1.R2","Non Order",1,832
320,"Female","L1.M3.R4","Ascending",1,729
320,"Female","L1.M2.R4","Ascending",1,676
320,"Female","L3.M1.R2","Non Order",1,1097
320,"Female","L3.M3.R3","Repetition",1,737
320,"Female","L3.M2.R1","Descending",1,806
320,"Female","L4.M3.R1","Descending",1,861
320,"Female","L4.M1.R2","Non Order",1,907
320,"Female","L4.M1.R3","Non Order",0,1026
320,"Female","L1.M3.R4","Ascending",1,1321
320,"Female","L2.M2.R2","Repetition",1,707
320,"Female","L2.M4.R1","Non Order",1,680
320,"Female","L1.M3.R4","Ascending",1,1217
320,"Female","L1.M2.R3","Ascending",1,874
320,"Female","L1.M4.R3","Non Order",1,674
320,"Female","L4.M3.R2","Descending",1,1485
320,"Female","L1.M2.R3","Ascending",1,797
320,"Female","L3.M3.R3","Repetition",1,1041
320,"Female","L2.M2.R3","partial rep",1,1550
320,"Female","L3.M3.R3","Repetition",1,813
320,"Female","L3.M3.R3","Repetition",1,1071
320,"Female","L4.M2.R3","Non Order",1,1169
320,"Female","L3.M2.R1","Descending",1,734
320,"Female","L3.M2.R1","Descending",1,836
320,"Female","L1.M4.R3","Non Order",1,767
320,"Female","L4.M4.R4","Repetition",1,873
320,"Female","L1.M2.R4","Ascending",1,639
320,"Female","L4.M4.R1","partial rep",1,802
320,"Female","L2.M1.R3","Non Order",1,975
320,"Female","L2.M3.R1","Non Order",1,620
320,"Female","L1.M4.R2","Non Order",1,559
320,"Female","L2.M2.R2","Repetition",1,689
320,"Female","L3.M1.R1","partial rep",0,521
320,"Female","L2.M4.R1","Non Order",1,727
320,"Female","L2.M4.R3","Non Order",1,1034
320,"Female","L2.M1.R2","partial rep",1,768
320,"Female","L2.M2.R2","Repetition",1,651
320,"Female","L4.M3.R2","Descending",1,1017
320,"Female","L2.M3.R4","Ascending",1,907
320,"Female","L2.M3.R4","Ascending",1,1262
320,"Female","L1.M2.R3","Ascending",1,814
320,"Female","L4.M1.R3","Non Order",1,955
320,"Female","L1.M1.R1","Repetition",1,574
320,"Female","L4.M3.R1","Descending",1,648
320,"Female","L1.M2.R4","Ascending",1,610
320,"Female","L4.M2.R1","Descending",1,557
320,"Female","L1.M1.R1","Repetition",1,539
320,"Female","L4.M4.R4","Repetition",1,826
320,"Female","L4.M2.R1","Descending",1,535
320,"Female","L4.M3.R2","Descending",1,889
320,"Female","L3.M3.R3","Repetition",1,1001
320,"Female","L2.M2.R2","Repetition",1,530
320,"Female","L4.M4.R4","Repetition",1,656
320,"Female","L1.M3.R4","Ascending",1,773
320,"Female","L2.M3.R4","Ascending",1,842
320,"Female","L2.M1.R4","Non Order",1,693
320,"Female","L3.M3.R3","Repetition",1,928
320,"Female","L2.M2.R2","Repetition",1,698
320,"Female","L1.M1.R1","Repetition",1,560
320,"Female","L4.M3.R1","Descending",1,815
320,"Female","L3.M1.R4","Non Order",1,832
320,"Female","L1.M1.R1","Repetition",1,558
323,"Male","L1.M3.R2","Non Order",1,882
323,"Male","L3.M3.R4","partial rep",1,1419
323,"Male","L4.M4.R4","Repetition",1,1199
323,"Male","L3.M2.R1","Descending",1,761
323,"Male","L4.M2.R1","Descending",1,777
323,"Male","L1.M2.R4","Ascending",1,897
323,"Male","L3.M4.R2","Non Order",1,1302
323,"Male","L1.M3.R4","Ascending",1,1396
323,"Male","L2.M2.R2","Repetition",1,810
323,"Male","L3.M1.R4","Non Order",1,983
323,"Male","L1.M2.R3","Ascending",1,682
323,"Male","L4.M2.R1","Descending",1,636
323,"Male","L4.M4.R4","Repetition",1,881
323,"Male","L3.M3.R3","Repetition",1,1269
323,"Male","L4.M3.R4","partial rep",1,1240
323,"Male","L4.M3.R1","Descending",1,933
323,"Male","L4.M3.R1","Descending",1,1027
323,"Male","L1.M3.R4","Ascending",1,1079
323,"Male","L2.M2.R2","Repetition",1,726
323,"Male","L3.M1.R1","partial rep",1,1212
323,"Male","L4.M4.R4","Repetition",1,1082
323,"Male","L2.M1.R3","Non Order",1,868
323,"Male","L1.M2.R4","Ascending",1,692
323,"Male","L3.M4.R1","Non Order",1,872
323,"Male","L4.M3.R2","Descending",1,1056
323,"Male","L2.M3.R4","Ascending",1,1558
323,"Male","L2.M3.R4","Ascending",0,0
323,"Male","L3.M1.R4","Non Order",1,1301
323,"Male","L2.M1.R3","Non Order",1,725
323,"Male","L1.M2.R3","Ascending",1,661
323,"Male","L3.M1.R2","Non Order",1,734
323,"Male","L4.M3.R2","Descending",1,1068
323,"Male","L3.M3.R3","Repetition",1,1035
323,"Male","L3.M1.R2","Non Order",1,1065
323,"Male","L2.M3.R1","Non Order",1,1592
323,"Male","L3.M3.R3","Repetition",1,851
323,"Male","L4.M4.R4","Repetition",1,1224
323,"Male","L4.M1.R2","Non Order",1,1131
323,"Male","L3.M2.R1","Descending",1,1018
323,"Male","L2.M3.R4","Ascending",1,1658
323,"Male","L1.M2.R4","Ascending",1,614
323,"Male","L4.M1.R2","Non Order",1,684
323,"Male","L1.M3.R4","Ascending",1,1005
323,"Male","L1.M2.R3","Ascending",1,1191
323,"Male","L1.M2.R4","Ascending",1,912
323,"Male","L2.M3.R4","Ascending",1,1439
323,"Male","L1.M2.R3","Ascending",1,726
323,"Male","L4.M4.R4","Repetition",1,1177
323,"Male","L4.M2.R1","Descending",1,599
323,"Male","L3.M2.R1","Descending",1,733
323,"Male","L2.M2.R2","Repetition",1,680
323,"Male","L3.M4.R2","Non Order",1,1051
323,"Male","L4.M3.R1","Descending",1,823
323,"Male","L2.M3.R4","Ascending",1,1535
323,"Male","L2.M2.R2","Repetition",1,934
323,"Male","L1.M2.R3","Ascending",1,1259
323,"Male","L4.M3.R1","Descending",1,901
323,"Male","L4.M1.R3","Non Order",1,1137
323,"Male","L1.M3.R3","partial rep",1,1139
323,"Male","L2.M2.R2","Repetition",1,773
323,"Male","L4.M3.R1","Descending",1,988
323,"Male","L1.M1.R1","Repetition",1,675
323,"Male","L1.M2.R3","Ascending",1,718
323,"Male","L1.M4.R3","Non Order",1,832
323,"Male","L4.M3.R2","Descending",1,988
323,"Male","L3.M4.R1","Non Order",1,1099
323,"Male","L4.M2.R3","Non Order",1,992
323,"Male","L1.M1.R1","Repetition",1,634
323,"Male","L2.M2.R2","Repetition",1,673
323,"Male","L1.M3.R2","Non Order",1,761
323,"Male","L1.M1.R1","Repetition",1,765
323,"Male","L4.M4.R4","Repetition",1,1141
323,"Male","L1.M2.R3","Ascending",1,1188
323,"Male","L3.M3.R3","Repetition",1,658
323,"Male","L4.M3.R2","Descending",1,1005
323,"Male","L1.M4.R2","Non Order",1,885
323,"Male","L1.M3.R4","Ascending",1,874
323,"Male","L2.M1.R4","Non Order",1,961
323,"Male","L2.M3.R1","Non Order",1,996
323,"Male","L1.M3.R4","Ascending",1,784
323,"Male","L2.M2.R2","Repetition",1,576
323,"Male","L4.M2.R1","Descending",1,720
323,"Male","L1.M1.R1","Repetition",1,666
323,"Male","L2.M1.R4","Non Order",1,680
323,"Male","L1.M3.R4","Ascending",1,1031
323,"Male","L1.M1.R1","Repetition",1,563
323,"Male","L2.M2.R2","Repetition",1,669
323,"Male","L1.M1.R1","Repetition",1,582
323,"Male","L4.M3.R1","Descending",1,996
323,"Male","L1.M1.R1","Repetition",1,593
323,"Male","L2.M2.R2","Repetition",1,659
323,"Male","L3.M3.R3","Repetition",1,1102
323,"Male","L3.M2.R1","Descending",1,739
323,"Male","L4.M3.R2","Descending",1,1213
323,"Male","L2.M4.R4","partial rep",1,1039
323,"Male","L2.M4.R1","Non Order",1,724
323,"Male","L4.M1.R3","Non Order",1,899
323,"Male","L4.M3.R1","Descending",1,881
323,"Male","L2.M4.R3","Non Order",0,0
323,"Male","L3.M2.R4","Non Order",1,995
323,"Male","L4.M2.R1","Descending",1,564
323,"Male","L4.M2.R2","partial rep",1,622
323,"Male","L1.M4.R1","partial rep",0,1034
323,"Male","L4.M4.R1","partial rep",1,1249
323,"Male","L4.M4.R4","Repetition",1,800
323,"Male","L3.M2.R1","Descending",1,773
323,"Male","L2.M3.R4","Ascending",1,1153
323,"Male","L3.M2.R1","Descending",1,731
323,"Male","L1.M1.R1","Repetition",1,629
323,"Male","L1.M1.R1","Repetition",1,841
323,"Male","L1.M1.R1","Repetition",1,508
323,"Male","L4.M3.R2","Descending",1,1313
323,"Male","L1.M2.R3","Ascending",1,683
323,"Male","L1.M4.R3","Non Order",1,853
323,"Male","L1.M1.R2","partial rep",1,783
323,"Male","L3.M3.R3","Repetition",1,978
323,"Male","L2.M3.R4","Ascending",1,802
323,"Male","L2.M2.R2","Repetition",1,635
323,"Male","L3.M3.R3","Repetition",1,922
323,"Male","L4.M3.R2","Descending",1,817
323,"Male","L1.M1.R1","Repetition",1,468
323,"Male","L2.M3.R4","Ascending",1,857
323,"Male","L3.M3.R3","Repetition",1,788
323,"Male","L4.M4.R4","Repetition",1,822
323,"Male","L4.M4.R4","Repetition",1,947
323,"Male","L3.M2.R3","partial rep",0,1242
323,"Male","L1.M2.R4","Ascending",1,611
323,"Male","L3.M3.R3","Repetition",1,977
323,"Male","L2.M4.R3","Non Order",1,1403
323,"Male","L2.M2.R2","Repetition",1,754
323,"Male","L4.M3.R2","Descending",0,853
323,"Male","L4.M2.R1","Descending",1,854
323,"Male","L3.M3.R3","Repetition",1,1106
323,"Male","L4.M3.R1","Descending",1,946
323,"Male","L3.M2.R4","Non Order",1,1122
323,"Male","L2.M2.R3","partial rep",1,721
323,"Male","L1.M4.R2","Non Order",1,761
323,"Male","L4.M2.R1","Descending",1,687
323,"Male","L1.M3.R4","Ascending",1,833
323,"Male","L1.M2.R4","Ascending",1,874
323,"Male","L4.M2.R1","Descending",1,650
323,"Male","L1.M1.R1","Repetition",1,596
323,"Male","L3.M2.R1","Descending",1,748
323,"Male","L1.M3.R4","Ascending",1,773
323,"Male","L2.M2.R2","Repetition",1,621
323,"Male","L4.M4.R4","Repetition",1,1459
323,"Male","L3.M3.R3","Repetition",1,838
323,"Male","L1.M2.R4","Ascending",1,1074
323,"Male","L1.M2.R4","Ascending",1,1021
323,"Male","L4.M4.R4","Repetition",1,887
323,"Male","L4.M4.R4","Repetition",1,971
323,"Male","L4.M2.R3","Non Order",1,1221
323,"Male","L2.M1.R2","partial rep",1,1202
323,"Male","L3.M3.R3","Repetition",1,929
323,"Male","L2.M4.R1","Non Order",1,924
323,"Male","L3.M2.R1","Descending",1,768
323,"Male","L1.M3.R4","Ascending",1,934
323,"Male","L1.M1.R1","Repetition",1,792
323,"Male","L1.M2.R4","Ascending",1,712
323,"Male","L3.M1.R4","Non Order",1,759
323,"Male","L3.M2.R1","Descending",1,710
323,"Male","L1.M1.R1","Repetition",1,487
323,"Male","L2.M2.R2","Repetition",1,610
323,"Male","L1.M2.R4","Ascending",1,582
323,"Male","L3.M3.R3","Repetition",1,685
323,"Male","L2.M4.R3","Non Order",1,1132
323,"Male","L1.M2.R4","Ascending",1,730
323,"Male","L3.M4.R1","Non Order",1,745
323,"Male","L4.M1.R3","Non Order",1,955
323,"Male","L2.M3.R4","Ascending",1,990
323,"Male","L4.M4.R4","Repetition",1,1096
323,"Male","L4.M3.R2","Descending",1,896
323,"Male","L3.M2.R1","Descending",1,872
323,"Male","L1.M3.R4","Ascending",1,1011
323,"Male","L2.M1.R3","Non Order",1,761
323,"Male","L1.M1.R1","Repetition",1,634
323,"Male","L3.M3.R3","Repetition",1,926
323,"Male","L2.M2.R2","Repetition",1,1180
323,"Male","L1.M3.R4","Ascending",1,872
323,"Male","L4.M4.R4","Repetition",1,1265
323,"Male","L3.M2.R4","Non Order",1,1237
323,"Male","L3.M2.R4","Non Order",1,927
323,"Male","L3.M3.R3","Repetition",1,927
323,"Male","L2.M4.R1","Non Order",1,779
323,"Male","L3.M3.R3","Repetition",1,763
323,"Male","L1.M2.R4","Ascending",1,634
323,"Male","L4.M3.R2","Descending",1,940
323,"Male","L2.M2.R2","Repetition",1,552
323,"Male","L3.M3.R3","Repetition",1,682
323,"Male","L2.M4.R4","partial rep",1,892
323,"Male","L4.M2.R1","Descending",1,813
323,"Male","L1.M1.R1","Repetition",1,622
323,"Male","L1.M3.R4","Ascending",1,925
323,"Male","L4.M2.R3","Non Order",1,1124
323,"Male","L2.M3.R1","Non Order",1,1016
323,"Male","L2.M3.R4","Ascending",1,1217
323,"Male","L4.M3.R2","Descending",1,1113
323,"Male","L2.M3.R4","Ascending",1,1212
323,"Male","L3.M3.R3","Repetition",1,732
323,"Male","L4.M3.R1","Descending",1,808
323,"Male","L3.M3.R3","Repetition",1,1811
323,"Male","L3.M4.R2","Non Order",1,1071
323,"Male","L4.M1.R2","Non Order",1,663
323,"Male","L4.M4.R4","Repetition",1,880
323,"Male","L4.M3.R1","Descending",1,938
323,"Male","L4.M4.R4","Repetition",1,1037
323,"Male","L3.M2.R1","Descending",1,789
323,"Male","L3.M2.R1","Descending",1,684
323,"Male","L4.M2.R1","Descending",1,619
323,"Male","L4.M4.R4","Repetition",1,859
323,"Male","L4.M4.R1","partial rep",1,1057
323,"Male","L3.M1.R2","Non Order",1,756
323,"Male","L2.M2.R2","Repetition",1,591
323,"Male","L2.M3.R1","Non Order",1,702
323,"Male","L1.M1.R1","Repetition",1,559
323,"Male","L4.M3.R1","Descending",1,741
323,"Male","L4.M1.R3","Non Order",1,858
323,"Male","L1.M1.R1","Repetition",1,849
323,"Male","L1.M1.R1","Repetition",1,867
323,"Male","L3.M3.R3","Repetition",1,1083
323,"Male","L4.M4.R4","Repetition",1,842
323,"Male","L1.M1.R1","Repetition",1,566
323,"Male","L1.M1.R1","Repetition",1,523
323,"Male","L4.M2.R1","Descending",1,579
323,"Male","L4.M1.R2","Non Order",1,604
323,"Male","L3.M1.R2","Non Order",1,1011
323,"Male","L1.M1.R1","Repetition",1,642
323,"Male","L1.M2.R3","Ascending",1,615
323,"Male","L2.M2.R2","Repetition",1,933
323,"Male","L2.M2.R2","Repetition",1,667
323,"Male","L4.M2.R1","Descending",1,1079
323,"Male","L2.M2.R2","Repetition",1,1384
323,"Male","L4.M4.R4","Repetition",1,1309
323,"Male","L3.M1.R4","Non Order",1,748
323,"Male","L4.M3.R2","Descending",1,1253
323,"Male","L3.M3.R4","partial rep",1,1419
323,"Male","L1.M4.R3","Non Order",1,1030
323,"Male","L4.M2.R1","Descending",1,498
323,"Male","L2.M3.R4","Ascending",1,937
323,"Male","L4.M4.R4","Repetition",1,960
323,"Male","L4.M2.R1","Descending",1,606
323,"Male","L1.M3.R2","Non Order",1,799
323,"Male","L1.M1.R2","partial rep",1,879
323,"Male","L4.M2.R1","Descending",1,791
323,"Male","L1.M2.R4","Ascending",1,684
323,"Male","L1.M2.R3","Ascending",1,664
323,"Male","L4.M3.R2","Descending",1,875
323,"Male","L2.M3.R4","Ascending",1,1278
323,"Male","L1.M3.R4","Ascending",1,854
323,"Male","L4.M2.R2","partial rep",1,1169
323,"Male","L1.M4.R3","Non Order",1,731
323,"Male","L3.M2.R1","Descending",1,650
323,"Male","L2.M1.R3","Non Order",1,620
323,"Male","L1.M2.R4","Ascending",1,852
323,"Male","L3.M4.R2","Non Order",1,933
323,"Male","L4.M4.R4","Repetition",1,919
323,"Male","L3.M3.R3","Repetition",1,833
323,"Male","L4.M3.R4","partial rep",1,1377
323,"Male","L3.M2.R1","Descending",1,664
323,"Male","L1.M1.R1","Repetition",1,616
323,"Male","L4.M3.R1","Descending",1,882
323,"Male","L2.M2.R2","Repetition",1,697
323,"Male","L2.M2.R2","Repetition",1,547
323,"Male","L4.M2.R3","Non Order",1,1009
323,"Male","L1.M2.R4","Ascending",1,679
323,"Male","L4.M4.R4","Repetition",1,905
323,"Male","L4.M3.R2","Descending",1,1249
323,"Male","L2.M2.R3","partial rep",1,1197
323,"Male","L3.M1.R1","partial rep",1,694
323,"Male","L1.M2.R3","Ascending",1,694
323,"Male","L1.M1.R1","Repetition",1,532
323,"Male","L3.M3.R3","Repetition",1,772
323,"Male","L1.M2.R3","Ascending",1,718
323,"Male","L1.M2.R3","Ascending",1,789
323,"Male","L4.M2.R1","Descending",1,705
323,"Male","L3.M2.R3","partial rep",1,938
323,"Male","L3.M4.R1","Non Order",1,771
323,"Male","L2.M3.R4","Ascending",1,1041
323,"Male","L4.M4.R4","Repetition",1,894
323,"Male","L1.M2.R3","Ascending",1,612
323,"Male","L2.M3.R4","Ascending",1,1010
323,"Male","L1.M4.R2","Non Order",1,855
323,"Male","L1.M2.R3","Ascending",1,989
323,"Male","L4.M4.R4","Repetition",1,878
323,"Male","L1.M3.R2","Non Order",1,667
323,"Male","L1.M3.R4","Ascending",1,988
323,"Male","L2.M2.R2","Repetition",1,701
323,"Male","L2.M1.R4","Non Order",1,622
323,"Male","L1.M4.R1","partial rep",1,1400
323,"Male","L4.M3.R2","Descending",1,1253
323,"Male","L3.M2.R1","Descending",1,718
323,"Male","L2.M1.R2","partial rep",1,1048
323,"Male","L1.M3.R4","Ascending",1,773
323,"Male","L4.M3.R1","Descending",1,823
323,"Male","L4.M3.R1","Descending",1,719
323,"Male","L2.M2.R2","Repetition",1,627
323,"Male","L2.M3.R4","Ascending",1,1051
323,"Male","L4.M3.R2","Descending",1,863
323,"Male","L2.M4.R1","Non Order",1,758
323,"Male","L4.M3.R1","Descending",1,583
323,"Male","L2.M1.R4","Non Order",1,850
323,"Male","L1.M3.R3","partial rep",0,837
323,"Male","L1.M2.R3","Ascending",1,465
323,"Male","L1.M3.R4","Ascending",1,962
323,"Male","L1.M4.R2","Non Order",1,553
323,"Male","L4.M3.R1","Descending",1,897
323,"Male","L1.M2.R4","Ascending",1,574
323,"Male","L2.M2.R2","Repetition",1,660
323,"Male","L3.M3.R3","Repetition",1,1049
323,"Male","L3.M3.R3","Repetition",1,657
323,"Male","L3.M2.R1","Descending",1,634
323,"Male","L2.M4.R3","Non Order",1,1003
324,"Female","L1.M3.R4","Ascending",1,1887
324,"Female","L1.M1.R1","Repetition",1,1126
324,"Female","L4.M3.R2","Descending",1,2018
324,"Female","L2.M2.R2","Repetition",1,1292
324,"Female","L4.M4.R4","Repetition",0,0
324,"Female","L4.M2.R3","Non Order",1,1909
324,"Female","L3.M2.R1","Descending",1,1440
324,"Female","L1.M3.R4","Ascending",1,1342
324,"Female","L3.M1.R4","Non Order",1,1295
324,"Female","L1.M1.R1","Repetition",1,844
324,"Female","L1.M2.R3","Ascending",1,1262
324,"Female","L3.M3.R3","Repetition",1,1698
324,"Female","L4.M2.R1","Descending",1,1413
324,"Female","L1.M4.R2","Non Order",1,1740
324,"Female","L3.M3.R3","Repetition",1,1564
324,"Female","L4.M3.R2","Descending",1,2065
324,"Female","L1.M3.R4","Ascending",1,1499
324,"Female","L4.M4.R4","Repetition",0,0
324,"Female","L2.M2.R2","Repetition",1,973
324,"Female","L1.M2.R4","Ascending",1,1465
324,"Female","L1.M1.R1","Repetition",1,776
324,"Female","L4.M1.R2","Non Order",0,2037
324,"Female","L3.M3.R3","Repetition",1,1815
324,"Female","L1.M1.R1","Repetition",1,705
324,"Female","L2.M2.R3","partial rep",1,1224
324,"Female","L2.M2.R2","Repetition",1,1009
324,"Female","L1.M1.R1","Repetition",1,968
324,"Female","L4.M4.R4","Repetition",1,1235
324,"Female","L3.M1.R4","Non Order",1,1587
324,"Female","L1.M2.R3","Ascending",1,1392
324,"Female","L1.M4.R2","Non Order",0,1342
324,"Female","L1.M4.R1","partial rep",1,1544
324,"Female","L4.M3.R2","Descending",1,2044
324,"Female","L3.M2.R1","Descending",1,1378
324,"Female","L2.M3.R4","Ascending",0,0
324,"Female","L2.M2.R2","Repetition",1,874
324,"Female","L3.M2.R1","Descending",1,1562
324,"Female","L2.M2.R2","Repetition",1,933
324,"Female","L1.M2.R3","Ascending",1,2020
324,"Female","L4.M2.R3","Non Order",1,1932
324,"Female","L1.M4.R3","Non Order",1,1601
324,"Female","L1.M3.R2","Non Order",1,1208
324,"Female","L4.M2.R1","Descending",1,1366
324,"Female","L1.M2.R4","Ascending",1,1835
324,"Female","L4.M2.R2","partial rep",1,1432
324,"Female","L4.M3.R2","Descending",1,1911
324,"Female","L4.M2.R1","Descending",1,1363
324,"Female","L3.M1.R2","Non Order",1,1525
324,"Female","L4.M4.R4","Repetition",1,1343
324,"Female","L4.M3.R1","Descending",0,1645
324,"Female","L4.M2.R1","Descending",1,1322
324,"Female","L2.M3.R1","Non Order",1,1237
324,"Female","L3.M1.R1","partial rep",1,1173
324,"Female","L4.M3.R2","Descending",1,1544
324,"Female","L2.M3.R4","Ascending",0,1270
324,"Female","L3.M3.R3","Repetition",1,1057
324,"Female","L1.M3.R4","Ascending",1,1492
324,"Female","L4.M3.R4","partial rep",1,1869
324,"Female","L2.M4.R1","Non Order",1,1494
324,"Female","L2.M2.R2","Repetition",1,991
324,"Female","L3.M3.R3","Repetition",1,1992
324,"Female","L4.M3.R1","Descending",1,1173
324,"Female","L4.M4.R4","Repetition",1,1681
324,"Female","L2.M3.R4","Ascending",0,0
324,"Female","L4.M2.R1","Descending",1,1094
324,"Female","L3.M3.R3","Repetition",1,1136
324,"Female","L2.M2.R2","Repetition",1,808
324,"Female","L2.M2.R2","Repetition",1,681
324,"Female","L2.M1.R3","Non Order",0,849
324,"Female","L3.M3.R3","Repetition",1,1242
324,"Female","L1.M2.R4","Ascending",1,1165
324,"Female","L3.M2.R1","Descending",1,1294
324,"Female","L1.M1.R1","Repetition",1,699
324,"Female","L1.M2.R3","Ascending",1,1124
324,"Female","L1.M2.R3","Ascending",1,1151
324,"Female","L3.M3.R3","Repetition",1,989
324,"Female","L3.M4.R1","Non Order",0,1022
324,"Female","L1.M2.R4","Ascending",1,1309
324,"Female","L3.M4.R1","Non Order",1,1111
324,"Female","L2.M2.R2","Repetition",1,821
324,"Female","L2.M1.R4","Non Order",1,897
324,"Female","L3.M2.R1","Descending",1,1095
324,"Female","L2.M1.R2","partial rep",1,1102
324,"Female","L4.M4.R4","Repetition",1,1303
324,"Female","L2.M2.R2","Repetition",1,959
324,"Female","L1.M2.R4","Ascending",1,901
324,"Female","L4.M3.R1","Descending",1,1672
324,"Female","L2.M3.R4","Ascending",1,1445
324,"Female","L4.M3.R2","Descending",1,1565
324,"Female","L1.M2.R4","Ascending",1,1299
324,"Female","L4.M3.R1","Descending",1,1044
324,"Female","L4.M4.R4","Repetition",1,1085
324,"Female","L3.M3.R3","Repetition",1,1268
324,"Female","L4.M2.R1","Descending",1,1293
324,"Female","L2.M4.R1","Non Order",1,1231
324,"Female","L1.M3.R4","Ascending",1,1236
324,"Female","L4.M1.R3","Non Order",1,1094
324,"Female","L1.M3.R2","Non Order",1,1272
324,"Female","L1.M3.R3","partial rep",1,892
324,"Female","L4.M1.R3","Non Order",1,1265
324,"Female","L3.M2.R1","Descending",1,1493
324,"Female","L1.M2.R4","Ascending",1,1689
324,"Female","L2.M2.R2","Repetition",1,796
324,"Female","L3.M4.R2","Non Order",1,1679
324,"Female","L2.M3.R1","Non Order",1,1091
324,"Female","L4.M3.R2","Descending",1,1448
324,"Female","L1.M1.R1","Repetition",1,552
324,"Female","L4.M3.R1","Descending",1,1037
324,"Female","L1.M1.R1","Repetition",1,676
324,"Female","L4.M2.R1","Descending",1,1481
324,"Female","L1.M1.R1","Repetition",1,720
324,"Female","L3.M2.R4","Non Order",1,1581
324,"Female","L2.M4.R3","Non Order",1,1502
324,"Female","L3.M3.R4","partial rep",1,1094
324,"Female","L2.M3.R4","Ascending",1,1187
324,"Female","L2.M4.R4","partial rep",1,1881
324,"Female","L4.M3.R1","Descending",1,1434
324,"Female","L4.M2.R1","Descending",1,996
324,"Female","L4.M4.R4","Repetition",1,1145
324,"Female","L2.M2.R2","Repetition",0,938
324,"Female","L3.M3.R3","Repetition",1,1916
324,"Female","L1.M3.R4","Ascending",1,1074
324,"Female","L1.M2.R3","Ascending",1,1252
324,"Female","L1.M1.R1","Repetition",1,872
324,"Female","L1.M2.R3","Ascending",1,1253
324,"Female","L1.M1.R1","Repetition",1,628
324,"Female","L3.M4.R2","Non Order",1,1267
324,"Female","L3.M3.R3","Repetition",1,970
324,"Female","L2.M3.R4","Ascending",1,1245
324,"Female","L3.M2.R4","Non Order",1,1517
324,"Female","L4.M1.R2","Non Order",1,1252
324,"Female","L4.M4.R4","Repetition",1,937
324,"Female","L3.M2.R1","Descending",1,960
324,"Female","L4.M3.R2","Descending",0,1408
324,"Female","L4.M4.R4","Repetition",1,1462
324,"Female","L1.M2.R3","Ascending",1,904
324,"Female","L1.M3.R4","Ascending",1,1239
324,"Female","L4.M3.R1","Descending",1,1461
324,"Female","L1.M4.R3","Non Order",1,1251
324,"Female","L1.M2.R4","Ascending",1,1376
324,"Female","L3.M1.R2","Non Order",1,1079
324,"Female","L2.M3.R4","Ascending",1,1260
324,"Female","L2.M1.R4","Non Order",1,1315
324,"Female","L2.M3.R4","Ascending",1,1230
324,"Female","L3.M2.R1","Descending",1,844
324,"Female","L1.M1.R2","partial rep",1,1079
324,"Female","L1.M1.R1","Repetition",1,855
324,"Female","L4.M4.R4","Repetition",1,1146
324,"Female","L2.M4.R3","Non Order",1,1562
324,"Female","L2.M1.R3","Non Order",1,1011
324,"Female","L3.M2.R3","partial rep",0,1298
324,"Female","L4.M3.R1","Descending",1,1351
324,"Female","L4.M4.R1","partial rep",1,1423
324,"Female","L3.M3.R3","Repetition",1,1355
324,"Female","L4.M4.R4","Repetition",1,1177
324,"Female","L1.M3.R4","Ascending",0,1145
324,"Female","L2.M4.R3","Non Order",1,1293
324,"Female","L1.M2.R4","Ascending",1,810
324,"Female","L4.M4.R4","Repetition",1,955
324,"Female","L1.M3.R4","Ascending",1,710
324,"Female","L3.M2.R1","Descending",1,1030
324,"Female","L2.M3.R4","Ascending",1,1205
324,"Female","L2.M4.R1","Non Order",1,752
324,"Female","L4.M4.R4","Repetition",1,1118
324,"Female","L2.M3.R4","Ascending",1,894
324,"Female","L1.M2.R4","Ascending",1,690
324,"Female","L2.M2.R2","Repetition",1,710
324,"Female","L4.M2.R1","Descending",1,778
324,"Female","L1.M4.R3","Non Order",1,749
324,"Female","L4.M3.R2","Descending",1,1476
324,"Female","L4.M4.R4","Repetition",1,1260
324,"Female","L2.M4.R3","Non Order",1,1624
324,"Female","L1.M3.R4","Ascending",1,1116
324,"Female","L4.M3.R2","Descending",1,1279
324,"Female","L4.M4.R1","partial rep",1,1120
324,"Female","L4.M3.R1","Descending",1,1109
324,"Female","L2.M2.R2","Repetition",1,724
324,"Female","L3.M3.R3","Repetition",1,810
324,"Female","L3.M1.R2","Non Order",1,1369
324,"Female","L2.M2.R2","Repetition",1,930
324,"Female","L2.M4.R1","Non Order",1,1152
324,"Female","L4.M3.R1","Descending",1,1148
324,"Female","L2.M1.R4","Non Order",1,933
324,"Female","L2.M2.R3","partial rep",1,1037
324,"Female","L2.M2.R2","Repetition",0,1286
324,"Female","L4.M1.R2","Non Order",1,1447
324,"Female","L4.M4.R4","Repetition",1,1341
324,"Female","L4.M2.R1","Descending",1,1037
324,"Female","L3.M2.R3","partial rep",0,1094
324,"Female","L3.M3.R3","Repetition",1,1030
